,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,AMR,BCUTw-1h,BCUTc-1h,BCUTp-1h,SCH-6,SCH-7,VCH-6,VC-3,SPC-4,minHBd,minHBa,maxHBd,ETA_dEpsilon_B,ETA_dEpsilon_D,ETA_Shape_P,ETA_BetaP,MDEC-23,MLFER_BH,nRing
368,0.16597476,15,3,0.478469452814984,0.022610917281925,-0.242340778023544,0.138124466551765,24.5454118482184,2,1.58521805656105,0.300349190096869,-0.695105820105819,0.655758101851851,0.937377566767447,13.751951451877,0.0376388888888887,-0.695105820105819,3.91268911050222,0.45429,0.44286,0.44025,0.075,1.11457,0.33433,0.555555555555555,2,9.6261922689258,1.327,4,0.911,75.213,19.0001351270557,0.183623599860087,9.2300512884012,0.30274943015462,0.648625449612661,0.0808875246963179,0.509187543559927,3.41742729759324,0.612660698538674,5.38546107331821,0.654191940665155,0.14702,0.05552,0.14885,1.625,15.8794326007667,1.11,3
1346,0.994407839999999,20,8,0.636646612632421,-0.0560141703819491,0.0158739732183804,-0.340791757726742,44.1957522843275,12,3.50376944645543,1.45281686844449,-0.661136781388404,0.53011574074074,1.65618260267069,12.0005864319534,0.182118882275131,-0.661136781388404,5.41323405053988,0.46491,0.44074,0.56604,0.07895,1.31631,1.12221,0.294117647058823,2,49.7661509387742,2.293,6,5.944,150.3054,16.0019751417126,0.154885476907372,12.2456564569512,0.164795916399376,0.677016606451494,0.0673343918243516,1.88444830230162,9.41794577475124,0.182118882275131,10.6062934853726,0.361601141166679,0.0713,0.07656,0.32075,1.27632,19.7544018935781,1.432,4
447,2.40653168999999,18,4,0.292254416329367,-0.0143788204166993,-0.0156615791286907,-0.0996086945301409,28.0978761421637,6,1.80825204946963,0.451830976521472,-0.272460317460317,0.491042097107438,1.2309670781893,13.0276936885865,0.0942442602040816,-0.272460317460317,5.7333296686337,0.47333,0.44493,0.42254,0.06,1.17614,0.35551,0.538461538461538,1,17.5083882751794,2.002,5,2.619,106.027899999999,15.9979358147251,0.194965808895454,12.4929629240504,0.461573023688575,0.858993921502024,0.158361081055261,0.690987407560129,4.26103019746127,0.4240127787226,9.52833394933322,0.566152370957565,0.11357,0.056,0.11268,1.5,30.7414715239155,1.412,4
1941,6.165289,21,3,0.435847491068316,-0.037709694899597,-0.156143429079955,0.0448676646909901,37.6833874078993,4,3.41289220560151,0.566833439466602,0.107165900310741,0.441309368941944,2.02295312778718,13.6771638358434,-0.434273153418852,-0.381053476946335,12.2888542656519,0.48286,0.44737,0.3787,0.0,1.07076,0.60961,0.454545454545454,3,21.6789780853996,0.003,10,4.372,149.8218,15.996939630738,0.21270412527558,13.8657515251747,0.546451992929293,1.08762708353843,0.220642048498705,2.42029012804436,6.3604432103742,0.0,2.29983749055177,0.0,0.05656,0.0,0.1282,1.30714,40.4636445684053,1.69,6
1897,6.25250024999999,24,0,0.197046186260421,-0.0228316228530074,0.096894769656345,-0.0778717267037752,70.3380316951448,2,1.56771423695727,0.330527207932398,0.940543220374569,0.450704614949744,2.06085204528885,3.52025819895859,-0.0299521289997479,0.316502081091993,11.5291186738846,0.52051,0.44857,0.32512,0.01923,1.04504,0.13806,0.595238095238095,3,8.64172157386864,0.416,7,4.277,121.8996,78.9185182782522,0.130454536980429,11.5322186848564,0.657102694566104,1.01777683793203,0.206386343490336,0.929287890785858,3.8273564017682,0.355254130973377,2.35710943405139,0.355254130973377,0.09259,0.01662,0.09852,1.58654,27.2695696635943,0.981,5
791,1.17288899999999,9,1,0.202492880095219,-0.080267694851938,0.034345535401693,-0.00345745720371117,67.7525204294093,4,1.91320589454164,0.554412089261924,0.453157150205761,0.42349749622071,1.97523919753086,12.4348653628117,0.0994393004115226,0.0616717319643909,7.42190447116192,0.52029,0.45082,0.33426,0.0,0.58097,0.23578,0.5,3,10.0198779663242,0.197,11,4.163,97.1126,78.918518233734,0.176504667701986,13.4474833769938,0.550116564143283,1.18602709033807,0.291233139381883,1.44095944928719,4.87363563826473,0.474092419375157,3.10494054180314,0.474092419375157,0.04552,0.01963,0.13928,1.1413,24.056163650698,0.702,5
1548,1.78623224999999,18,6,0.53282659947433,0.0603972907459874,-0.201453440117216,0.160040463903439,41.7745672516956,4,2.80810734598144,0.581694944163248,0.130732066705381,0.50400197887797,1.57433849311329,13.2611882681345,-0.366374952758881,-5.77914216981374,6.23655822334723,0.47849,0.44588,0.33708,0.04839,1.13543,0.4934,0.529411764705882,3,13.7478204221636,1.089,6,0.782,125.560499999999,31.9720725803766,0.278460311449141,12.6842991078133,0.664951613032373,1.21036864713483,0.288925071912711,1.04204593281103,5.59257574839264,0.52926898289547,5.54311204361348,0.53586247981254,0.09537,0.03376,0.08989,1.37903,32.1793156533029,1.763,5
1593,7.08411456,18,2,0.297743866369882,-0.0756928899501492,0.132257086595722,-0.0635047696143929,31.9089183723583,5,1.50048462589966,0.271486185886007,0.275198569693935,0.44455391363733,1.73952643198459,9.72602984555412,-0.173795545709101,0.275198569693935,12.585477339612,0.48556,0.44286,0.26773,0.03333,0.95782,0.21054,0.47457627118644,1,7.3520743525686,0.546,4,5.248,132.709899999999,15.9959292680126,0.0781310475698384,12.5844810006293,0.370790811898598,0.369578292044732,0.166687512014744,0.738190864002389,3.61309093717275,0.522007107452755,2.46155927059655,0.522007107452755,0.05979,0.01498,0.05721,1.28333,29.8080908252366,1.392,4
1805,4.87747224999999,21,4,0.444719998430222,-0.038864362031766,0.0210174165054386,0.0231102615088186,39.7276733196564,3,2.13542847391454,0.247193874599065,-1.00199972552838,0.544881778556992,1.44081198724284,13.3787814305071,-0.279233001070798,-1.70765656189212,8.45958076989332,0.48112,0.44321,0.35836,0.05172,1.16111,0.42286,0.5,2,10.8520161511817,1.134,5,2.717,125.445199999999,31.9720724819108,0.283446373726673,12.9609057801152,0.446735636239961,0.786394545154457,0.237523441651095,0.890903689873856,4.10098782846831,0.510063592895292,-1.70765656189212,0.721965558176127,0.12157,0.0357,0.09215,1.48276,31.4119773099493,1.184,4
1696,1.74821284,21,2,0.427368188993409,-0.07636892378083,0.129513603880812,-0.0864926113575865,38.7709428126775,4,2.06819886285693,0.354745037871115,-0.251722509967738,0.470551697530864,1.4920844594294,13.6034446247924,-0.205950851085404,-0.251722509967738,15.3543043421446,0.47864,0.44433,0.31637,0.04286,0.98955,0.33355,0.470588235294117,2,10.1080651306872,0.546,6,4.171,146.146599999999,18.9984086054066,0.123488556177303,11.8766675963854,0.471977878845593,0.880649628491907,0.173577187944358,0.961546553395549,4.74858741821188,0.462962467346582,2.2426057375896,0.462962467346582,0.05831,0.01385,0.0668,1.27143,32.3583996951626,1.838,5
119,1.32480099999999,18,4,0.519132943166715,-0.140182159539032,0.185402771521819,-0.0934168782410242,43.5856094818902,2,2.21310588789087,0.274971652376843,0.274691386292252,0.452263693729922,1.69131605709572,10.0886894207185,-0.406959186920059,-1.6488786869741,11.160159242852,0.48725,0.44468,0.32596,0.04412,0.89733,0.36722,0.476923076923076,1,10.4639109611487,1.089,6,3.472,145.5541,31.9720727115545,0.116985059998005,13.423166302797,0.373596937299532,0.687726718380073,0.185828205875246,1.36421947494849,4.66333683892968,0.454227628634979,-1.6488786869741,0.477942868888513,0.05783,0.02832,0.07042,1.19853,33.0642317554507,2.159,5
299,0.0667705600000003,18,4,0.517406782496076,-0.15570581175193,0.17482627941005,-0.0439430772497303,45.5856094818902,2,2.18972270488542,0.411054415864797,0.273436992034521,0.465939232174351,1.70492352090183,10.0238408490979,-0.421663194755935,-1.62046624076251,12.2004704007648,0.48796,0.44694,0.33586,0.04167,0.85969,0.27791,0.492753623188405,1,11.2800187673059,1.089,8,3.902,146.0366,31.9720728120425,0.117057432131274,13.3962404450389,0.426346367454153,0.834142954542674,0.226687738777402,1.28103860243137,5.26184150571279,0.470706117013006,-1.62046624076251,0.506526973420307,0.05437,0.02651,0.03795,1.17361,38.4625137436688,2.163,6
612,3.29313608999998,18,3,0.384639443485995,-0.0670139180694888,0.135609303812111,-0.0914781123809527,34.6833874078993,5,1.64824144488967,0.224513414017739,0.249334903354529,0.436777198784722,1.72658554143267,9.83198728930986,-0.148850131975808,0.190076185739064,12.1028545321935,0.48125,0.43913,0.25325,0.03125,1.0138,0.33433,0.307692307692307,2,7.3520743525686,0.891,3,4.579,141.319,15.9987169866474,0.0773171211346351,13.1451849000431,0.268728739282632,0.297409508396028,0.0876305705105347,0.859693094659126,3.33881636808753,0.499209465630492,2.09578443562466,0.511562138085302,0.05611,0.02849,0.10822,1.22656,35.3760578939667,1.706,3
566,2.78022276,16,2,0.191146892301796,-0.0155105275272859,-0.0130302306595213,-0.0470273765676706,21.9089183723583,3,1.38009969934424,0.219416096821287,0.160355023296942,0.54943074452003,1.57959519610313,9.54292702717757,0.0427409297052152,0.160355023296942,6.06213764694265,0.47833,0.44286,0.36585,0.05,1.06615,0.24501,0.516129032258064,1,6.93568258292455,1.171,4,1.487,85.4007999999999,15.9959242141818,0.127612235266298,10.1728527507456,0.206930270632866,0.436809615160904,0.0679714696032097,0.505841544004306,3.04718380959016,0.573470846959077,9.32610294260546,0.606514631602564,0.12176,0.04515,0.12195,1.6,21.4380088470534,1.198,3
1848,1.50332121,18,4,0.651921312516781,-0.00344263476553362,-0.00690843855777468,0.0968216945832013,37.3198808837593,3,2.34615908193322,0.303080834149578,-0.596437880049961,0.562471419123204,1.29110662825517,13.4587402218818,-0.0882921209266742,-0.596437880049961,9.93695049948469,0.46622,0.44222,0.36195,0.0625,1.16469,0.51218,0.418181818181818,3,13.0045712231593,0.74,5,2.165,133.496399999999,18.9984085579198,0.300572219654135,12.0890436555572,0.280068969573295,0.57250970627746,0.0923695758487856,0.986226507926594,4.51367325555619,0.355904903628117,2.03846714788137,0.539555571569807,0.08621,0.03269,0.13086,1.35938,30.9470576982268,2.162,4
1417,3.33646756,12,4,0.398308369911185,0.00619151627761047,0.0178916494085832,0.00604373536622077,24.0978761421637,2,1.1683279458497,0.166666666666666,-0.445837112622826,0.466651588643346,1.35688783383723,11.537535430839,0.0711128826530611,-0.445837112622826,5.78593272487026,0.46825,0.4377,0.25424,0.04762,0.93598,0.26617,0.486486486486486,2,2.43568190630727,0.838,2,2.881,88.3815999999999,15.997931775227,0.286022182586679,9.07485563363433,0.170103454359942,0.256364069569126,0.0561312761712136,0.391288142368745,2.35527454142763,0.608187164507354,5.08402525825144,0.633976616958062,0.08507,0.04748,0.10169,1.34524,14.4615336700501,0.869999999999999,2
1406,3.44436481,16,2,0.519538119575826,0.150743588377814,-0.0357751772712774,-0.125055528892971,43.1166123146378,4,1.94289371288336,0.575335160558304,0.0452307330222303,0.420402705159198,1.85981826241526,12.8648229380579,-0.1351588037499,0.0452307330222303,11.0612068480513,0.48824,0.44468,0.31325,0.0,0.98032,0.31671,0.5,6,5.19962011103228,0.104,7,2.46999999999999,145.944599999999,31.9742805261966,0.268824976336058,11.2921410560319,0.363402302906628,0.65239871708169,0.143587241631163,0.997999888554872,5.19368297997912,0.337400198526217,1.82594041194197,0.337400198526217,0.05624,0.01429,0.09036,1.25735,26.6134764104373,3.067,5
1796,9.67832099999999,21,4,0.707963944804872,0.0395697762180339,0.0682189135528721,-0.156111796690451,48.2338057367844,4,3.58872110471803,0.636373961436386,-1.09415820298905,0.589604797459234,0.482478653909514,13.7078818768597,-0.276398533950617,-4.75304843603628,9.66940198303253,0.46392,0.44194,0.35925,0.04545,1.27496,0.80085,0.468085106382978,2,13.5283405857273,1.134,5,3.597,130.6597,31.9720727641118,0.417422098573677,13.241155854386,0.431443684650605,0.790408597159507,0.233801925089552,1.08604824333858,5.71672014929272,0.512717913882946,-2.32355162362051,0.723530184026467,0.1424,0.03635,0.13997,1.38636,31.2256032017136,1.05999999999999,4
1885,3.19801689000001,12,2,0.272577091706736,-0.0646492565754972,0.087674166415883,-0.0176713882806868,39.9089183723583,4,1.68682597743835,0.664557624557346,0.372547319696361,0.350488313171404,1.85880694618955,10.1233370236799,-0.292810803412233,-0.039823281373821,19.8907190069,0.4886,0.43571,0.16158,0.02632,0.6069,0.43531,0.136842105263157,1,4.50854012042529,0.478,2,11.567,153.0109,15.9959333381233,0.0798000763705433,13.776102538717,0.136082763487954,0.320278049408377,0.0481125224324688,1.00559378409378,4.6926591216504,0.173671193396103,3.55534470574149,0.413666250885545,0.02023,0.02254,0.1526,0.88816,20.9348321740209,1.268,2
1725,8.05140625,21,5,0.576685578225049,-0.080738108097815,0.0163223797501127,0.10323484136019,44.5021423551973,5,2.74372752887989,0.479004783160562,-1.03385651603387,0.561914957569337,1.35561999478395,13.8045495782684,-0.308713860544217,-2.08019112664394,8.23622502107767,0.47835,0.44194,0.41177,0.04545,1.22277,0.69083,0.442307692307692,3,18.8728950278002,1.134,5,3.115,139.355199999999,31.9720726953751,0.283474082049236,13.1185316675793,0.418957858462184,0.86109040230694,0.230578997206651,1.20977652744331,5.43902541102547,0.491330236605118,-2.08019112664394,0.712507787023446,0.10528,0.03189,0.16591,1.41667,30.7016430758861,1.47199999999999,4
1407,0.0972192399999995,12,2,0.599458904986663,0.112891017094074,-0.0599783054233451,-0.0757122812309004,42.4765926159143,2,1.80681094939541,0.522585730403683,0.082040744842331,0.472394784320653,1.80721652724111,12.7831010651388,-0.0482139358900748,0.082040744842331,8.801045948609,0.48485,0.44194,0.29375,0.0,0.94799,0.35118,0.466666666666666,7,3.68810391768881,0.104,5,2.0,134.3849,31.9720726583979,0.240894851946681,11.2539844665041,0.295360921162651,0.497248107117873,0.119530980414929,0.851994147406766,4.8155965042546,0.334175165569575,1.87450134374737,0.334175165569575,0.04722,0.01515,0.11875,1.24242,21.8251322705403,2.795,4
1655,0.430073640000002,6,5,0.885810160498396,-0.0142482627768419,0.0670821560915094,-0.172417320074542,41.5923057802576,0,2.24572781433929,0.616897483149637,0.17177477768477,0.473001346371882,1.97306424267237,14.1616435243055,-0.223937763072742,-0.159933002367304,10.3347633833223,0.47207,0.44369,0.38931,0.01351,0.73519,0.41582,0.28395061728395,6,21.1425865244365,0.003,11,2.054,141.2473,15.998957591087,0.210736410098924,12.6189035878475,0.48539908016766,0.985577479481141,0.346873836433871,1.41184798506689,6.38382588829232,0.0,2.01314507747543,0.0,0.01655,0.0,0.15267,0.90541,35.7730222581405,2.229,5
906,3.4810000000006e-05,12,4,0.482519426090769,0.133513324314298,-0.117478705661187,-0.148494225231655,24.9599005824829,2,1.71731211061986,0.482576421666738,-0.885436980347694,0.638142361111111,0.81582561728395,13.7959087616528,0.287907808956915,-0.885436980347694,3.85083436775636,0.45095,0.44286,0.48786,0.075,1.12284,0.42798,0.535714285714285,3,9.94483508688367,1.208,4,0.403,74.5209,19.0001352646997,0.247039003486883,10.1908870244924,0.392141702670211,0.83193299745339,0.117184581739619,0.559701753148203,4.0518311988777,0.610818294910557,0.679444444444444,0.648438681027966,0.1348,0.05719,0.17951,1.475,16.3104114879541,1.08,3
1423,0.0635544099999997,0,1,0.0749747424629439,-0.018154529488251,-0.00118160810011313,0.00235445662781043,21.7744690355409,1,2.0486199583635,1.22124046052077,1.8146789441085,0.0,0.0,11.1657746756109,-0.077455042202066,-0.369724269337364,10.1638461259344,0.49206,0.44737,0.24194,0.0,0.14592,0.32476,0.320754716981132,1,5.67624001860938,0.348,10,6.09,83.0036,15.9949196644602,0.0855046007070645,12.1641802065388,0.475067717901396,1.02022286688975,0.403322994113547,1.64793667989453,6.26615727966085,0.0688460963088937,11.1657746756109,0.0688460963088937,0.00629,0.01984,0.12903,0.63095,20.0001236378484,0.521,4
128,0.390875040000001,12,4,0.404783565731304,-0.164154868545399,-0.0120060162833249,0.126026842241308,24.4578564434402,1,1.58521805656105,0.300349190096869,-0.12885980935584,0.550120937263794,1.22857856722936,9.91785924246241,-0.164333900226757,-0.274775132275132,4.05332216799644,0.46349,0.44237,0.41096,0.07143,0.95791,0.33433,0.444444444444444,1,9.39610206623526,1.632,4,1.731,84.5187,15.9979327664283,0.124265645930502,10.5674641501593,0.194444444444444,0.463841837050548,0.0617872680284793,0.559664574576606,3.48047932209104,0.528505054799697,5.82673209561602,0.596333501280065,0.08241,0.07064,0.15411,1.34524,17.6362617399511,1.835,3
1088,0.0886252900000004,18,5,0.642057696361422,-0.0964231687830688,0.0632401378019641,0.0265034764219192,41.2323254789812,5,2.14104072471641,0.395762464275441,0.172341340244798,0.507975875535399,1.67455390431795,10.1791385802966,-0.437381050109779,-0.391951118282738,11.0597428334241,0.47477,0.44653,0.33586,0.04054,0.99847,0.26107,0.5,1,16.9399306471711,1.089,12,3.059,149.5056,15.9989563158904,0.191766920796554,12.8306287785195,0.366839090599904,0.638685424617611,0.169678632989175,0.953122902008384,5.08579870278406,0.458015279784869,2.47275942046497,0.467792784210854,0.06042,0.02638,0.03795,1.20946,42.4937620951988,2.262,6
1286,0.31371201,12,1,0.529820814549684,-0.231024951759785,0.0205849827418959,0.119516742681648,45.5023144966635,1,1.7349632995208,0.599179044650369,-0.236876345882848,0.539260260221226,1.37998769896622,13.5031680085706,0.120400129672315,-0.236876345882848,7.47453420366652,0.4826,0.44054,0.34269,0.03846,1.07906,0.44482,0.552631578947368,6,5.70548770019351,0.003,3,2.057,106.7944,34.9701568971539,0.277159458813319,10.907465385592,0.225659009915498,0.422796398223646,0.0633352176959727,0.790908480624937,4.58608693905021,0.0,0.323021425305375,0.0,0.105,0.0,0.20304,1.38462,13.8082870605899,1.34699999999999,3
1753,7.26679849,18,3,0.333189154380859,-0.0126202248730486,0.029850388332625,0.0106651027764484,35.6833874078993,5,2.54397910951513,0.766696599737974,-0.955021583359087,0.380563362919132,1.76809747304696,10.8775893128229,-0.223861292202066,-0.955021583359087,13.0681725820758,0.48182,0.44505,0.30818,0.01515,1.01958,0.46751,0.419354838709677,3,7.0424079091354,1.134,6,4.725,139.8784,15.9969381096352,0.283453824588655,13.9179502837293,0.449487237509779,0.695478026707556,0.225413796688295,1.27969311148642,6.12141707818435,0.44126793143979,2.45736990320819,0.673731529820861,0.06255,0.02753,0.09434,1.25758,36.1752078317123,1.23,5
543,0.00998001000000024,22,3,0.429664810186491,-0.0876767278295734,0.142624036294368,-0.0964618875915074,44.1711207476258,3,2.14791430010296,0.370790811898598,0.309936202058036,0.462528265936004,1.78058624742494,10.177542021969,-0.210390912448542,-1.52554344445564,12.7641688542494,0.48952,0.44737,0.33852,0.04286,0.98803,0.26107,0.507692307692307,2,13.2410466523341,1.089,12,3.876,149.791199999999,31.9720727548344,0.107571863568135,13.0371536966217,0.639729771945344,1.25697905960421,0.337031766231519,1.16679332834662,4.98957365791912,0.446908887155195,-1.52554344445564,0.471902200136277,0.06287,0.02682,0.03891,1.31429,32.8777693136584,2.208,6
417,0.22325625,15,4,0.285357662183132,-0.0569683609879178,-0.0957705476326211,0.0170544590778048,65.7159472347556,2,1.57069687291189,0.442044204386692,-0.0400231481481478,0.583796939300411,1.32788580246913,9.93658063534055,0.191049225245653,-0.0837262248863879,3.05645666465454,0.50351,0.4434,0.41812,0.10526,0.99738,0.3555,0.555555555555555,0,10.0344968848112,1.69799999999999,4,2.217,79.372,78.918518176124,0.135428762425303,10.6076277080278,0.315235256343042,0.639614195947605,0.0826527949989952,0.746273230714274,3.70962400469842,0.522146885760477,5.14485567838246,0.619080451625094,0.13401,0.0799,0.2439,1.52632,14.7530674103428,1.14299999999999,3
1218,2.673225,10,5,0.741103276902066,-0.0946189093655067,0.23398887573417,-0.26985552754864,29.2323254789812,2,1.6151726303519,0.456398803927462,-0.426158693415638,0.522673992687468,1.61425868044319,12.5811119390236,-0.045095072751323,-0.426158693415638,4.96553892602855,0.46267,0.44493,0.38905,0.0,0.83449,0.28302,0.478260869565217,5,12.4576790937432,0.374,5,1.218,90.5999,15.9989410836349,0.30458106677127,10.1912916926841,0.465795779517551,0.772572664402898,0.202287504416635,0.78245387720283,4.11215016100705,0.383337585034013,3.12156557067271,0.383337585034013,0.04584,0.0219,0.10086,1.18,18.0535593828732,1.5,4
1938,2.01554808999999,17,5,0.783566489193675,0.0555875482262255,-0.0420914786990835,0.0876902966473826,30.2323254789812,2,1.47827809617758,0.37178502388347,-0.412264151725349,0.530861441798941,1.62368108045687,11.5964627810409,-0.0780767353237592,-0.412264151725349,7.34710002387839,0.4641,0.44054,0.33149,0.03846,1.04682,0.29632,0.422222222222222,3,7.57286563188495,0.003,3,2.126,106.0176,15.9989423742207,0.293141608463179,9.67486535318064,0.386488648831137,0.496428069881514,0.105925646008826,0.553751459474015,3.82841136024132,0.0,4.71243465123997,0.0,0.0813,0.0,0.15193,1.39423,17.3109820412285,1.177,3
1806,3.24036000999999,21,5,0.531762040912766,-0.0263454363815009,0.0282964180190426,0.0205704164557552,40.0000982161547,3,2.05087748455166,0.247193874599065,-0.983301808861717,0.514064520326539,1.6858093481384,10.684325484541,-0.299391180083144,-1.63694251238342,8.33114148274492,0.48333,0.44286,0.34483,0.05,1.15139,0.38485,0.458333333333333,2,10.8520161511817,1.134,5,2.841,131.960899999999,31.9720725175972,0.283449010387839,13.035296519118,0.446735636239961,0.761986776920002,0.237523441651095,0.895950992782962,4.18553881783119,0.498986917045889,-1.63694251238342,0.71655222556367,0.10542,0.03354,0.10345,1.45833,31.4119773099493,1.402,4
1405,3.42509048999999,12,2,0.646766570838343,0.346673143326283,-0.18149837347014,-0.132691527414644,40.8365729171907,1,1.60268680416348,0.522585730403683,0.0886046230488424,0.482399334248366,1.7442135425278,12.7542527389074,0.00297529995680789,0.0886046230488424,7.65153161594303,0.48064,0.44253,0.28188,0.0,0.89972,0.28302,0.491228070175438,8,3.20933470290183,0.104,5,0.803,121.7923,31.9742803837976,0.268829288159841,11.2675378624875,0.314089660445283,0.449135584685404,0.110998211610138,0.738846574373436,4.37090974686032,0.337076400137476,1.87881356617086,0.337076400137476,0.04347,0.01673,0.10067,1.21774,17.2134030936765,3.113,4
702,4.31517528999999,12,3,0.302296682147518,0.0733344142188743,-0.0759356835907675,0.0829911326359083,21.3234071066228,5,1.41230980970465,0.477541895151397,-0.40287037037037,0.505227820294784,1.60963844797178,12.0417668178382,0.00580498866213141,-0.40287037037037,5.94357959268048,0.47368,0.4434,0.44444,0.02632,0.99727,0.30065,0.451612903225806,1,11.4475363365907,0.546,6,2.697,78.6853,15.9969267330331,0.298973477232612,10.5608728355732,0.168957858462184,0.476924884767852,0.0576473536265634,0.594978821222487,3.86462116668359,0.546011356218336,5.33617630385487,0.546011356218336,0.09935,0.02605,0.18518,1.42105,16.7445635262316,0.924,3
1471,1.85014403999999,18,6,0.977397186324726,0.222667679917551,-0.258011925643058,0.087544018281769,42.3667748157986,4,2.49731035296585,0.791225670253498,-0.804783545879324,0.466449318153187,1.72401579418813,13.9719868217667,-0.295321121504157,-2.01495701058201,9.08923580597694,0.46757,0.44369,0.31214,0.02703,1.18414,0.46821,0.461538461538461,6,10.1373218826555,0.216,6,2.877,145.3945,15.9999646455065,0.348988789021194,12.0245976232551,0.707837812789047,1.15553424280671,0.258875622454474,1.13071657883253,6.67378935185022,0.395391432035777,1.1279035441337,0.395391432035777,0.0674,0.01437,0.11561,1.28378,31.8299552253102,1.81599999999999,5
955,0.00585224999999945,21,3,0.509203040067371,-0.0647704330344829,0.0992902186153959,-0.0264057509031254,41.4033480104522,4,2.21997946327742,0.247193874599065,0.00669160928092993,0.456932745401159,1.69913084871775,13.1507950420529,-0.222636129263811,0.00669160928092993,13.7597507513262,0.47895,0.4434,0.2967,0.02632,0.99242,0.36722,0.466666666666666,4,10.6518395948622,1.285,6,3.846,159.4476,15.9969434769464,0.204907199019913,11.4603431659772,0.56752644813856,0.790521947059183,0.236772474189632,1.07339417135984,4.57865872909905,0.260440026821145,2.44751617709561,0.557449408245587,0.05249,0.03601,0.0641,1.24342,36.3359308430413,2.372,5
1494,0.150388839999999,12,3,0.298336247479451,0.0221721287893032,-0.033456223844937,-0.0104715532453417,21.6833874078993,1,1.39357973751754,0.247525278594022,0.0590414777021921,0.506134259259259,1.56430041152263,11.7806180713025,0.119092970521542,-0.00218253968254034,4.66596422975633,0.46842,0.4434,0.38202,0.05263,0.92223,0.26618,0.5,2,4.32586711776371,1.089,3,0.556999999999999,78.6188,15.9969274726375,0.256315669468533,10.1569097525196,0.591384650315217,0.894477175131911,0.221054383748879,0.540218380406024,3.020358828649,0.603625364784726,1.70021919879062,0.609325793104202,0.08778,0.05163,0.11236,1.39474,18.3323589299163,1.162,3
1746,18.79049104,18,3,0.33308117456229,-0.01268549781981,0.0297553496301694,0.0107139817501537,35.6833874078993,5,3.72100874726364,1.11637596829686,-0.961173380883652,0.374938362919132,1.75719412134816,10.8745535413248,-0.226252873834719,-0.961173380883652,13.5959486419829,0.48182,0.44194,0.27673,0.01515,1.04719,0.82866,0.34375,3,5.77373257980831,1.134,5,4.908,144.3872,15.9969381096352,0.283453639757403,13.9323063214664,0.282820570843112,0.512255475645117,0.107562666490537,2.37246383265741,7.04048975511802,0.440452812492803,2.4314640547577,0.673285487433318,0.05915,0.02753,0.18868,1.24242,30.2152735150826,1.277,4
1484,7.46983561000001,18,2,0.389538767533925,-0.0645241127161519,0.150952360816948,-0.0880734193826997,33.9089183723583,6,1.69977321901474,0.282360161368812,0.914815041693649,0.425594373898569,2.08592147452068,5.93315869299313,-0.155792952385995,0.686540742514994,14.1167120206995,0.48646,0.44222,0.28266,0.03125,0.96977,0.26185,0.353846153846153,1,10.0098020091336,0.003,5,5.897,144.1077,15.9959302840017,0.12468522592931,13.1712707958819,0.253436787693276,0.301472407561083,0.0839090539489914,0.944096400084446,3.76848692705284,0.0,2.12925698053452,0.0,0.05333,0.0,0.09636,1.24219,38.6033267216044,1.299,4
1837,13.55565124,24,0,0.101493029670113,-0.0121284353757328,-0.0244396649260381,0.0350493531270812,33.0729302091252,6,1.50528510601516,0.365693494702146,1.06970619523529,0.439478737997256,2.07064762324682,0.846849734428531,-0.0834401769967246,0.846849734428531,12.5275522736619,0.50457,0.44925,0.35674,0.02,1.09061,0.12123,0.615384615384615,1,13.5676708507492,0.003,11,4.72699999999999,116.755899999999,34.9693804843842,0.122922707570945,12.3886188248389,0.354353264411483,0.636629654555602,0.118717812141698,0.7749192486756,3.8280846278567,0.0,0.846849734428531,0.0,0.10545,0.0,0.05663,1.59,35.2103067625685,0.698,5
1657,6.77821225000001,18,3,0.381520974905385,-0.0829799716100494,0.124166358467853,-0.0598081807122174,35.6833874078993,5,1.44411729965774,0.224513414017739,0.242286653384202,0.442915591641865,1.71694714564043,9.83049165110967,-0.196141224721446,0.137407722503494,12.6446341987506,0.48182,0.43895,0.24528,0.0303,0.9844,0.25832,0.294117647058823,2,7.3520743525686,0.891,3,4.856,146.995,15.9987176096795,0.0774015156635359,13.0862063919691,0.268728739282632,0.297409508396028,0.0876305705105347,0.701579211650707,3.60272709125398,0.479774922625197,2.34060302972897,0.49966142844041,0.05314,0.02753,0.10482,1.20455,34.9057189013896,1.706,3
