,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,ALogP,AMR,BCUTc-1l,CrippenLogP,SwHBa,SaasC,minHBd,minHBa,minaasC,maxHBd,maxaaCH,maxaasC,ETA_dEpsilon_B,ETA_dEpsilon_D,ETA_BetaP,ETA_EtaP_B_RC,MDEC-22,MDEC-23,MLFER_BH,MLFER_S
1359,0.0156500099999996,17,6,0.78076597410822,0.0209873734318535,0.243223654054081,-0.32198573963993,41.4945278542486,2,2.58278186966502,0.466312842727095,-0.785986559619766,0.493072474260544,1.25990144977744,12.7370416344412,0.0373799183036643,-5.64388632332249,6.49891715684693,0.47111,0.43953,0.24764,0.01667,1.1558,0.58271,0.5,7,4.03422596108574,0.572,3,0.619,0.125099999999998,118.6036,-0.320673516242503,2.7052,18.310776167944,2.15365394525023,0.398134174308104,2.5502687171113,0.0507369252287184,0.514420924056038,1.80403824297086,1.01265338008901,0.08566,0.03681,1.38333,0.02802,12.9767703192449,18.7113267837427,1.81,3.622
125,1.99996163999999,18,2,0.457843706300666,-0.0829165111872919,0.160173284937349,0.0138572141903039,38.6288789749113,3,2.50652163094986,0.850029933071307,0.330193102098393,0.431706691415108,1.81438754309571,10.1832848593189,-0.246821075174024,-0.376437952304429,15.8464058376323,0.48241,0.444,0.27063,0.04167,0.96946,0.46751,0.413333333333333,3,5.32814337494931,0.546,6,3.978,1.41419999999999,155.2853,-0.360551815676392,5.97298,30.5190714760182,7.29136420065309,0.426122434875249,2.14563046759841,0.330193102098393,0.426122434875249,2.26560667889817,1.23664164516191,0.04422,0.01286,1.18056,0.02493,32.8356493907397,28.4374116139898,2.028,2.687
278,7.63637955999999,18,4,0.519348588079457,-0.141063987677068,0.172847490127738,-0.0590652792649755,43.5856094818902,2,3.13153753448261,0.274971652376843,0.26816978210725,0.469004145118811,1.69598325729638,9.98917552940248,-0.407774305867046,-1.61632271944866,11.3133703921641,0.48725,0.44468,0.29577,0.04412,0.89982,0.55395,0.461538461538461,1,10.3289766873167,1.089,6,3.298,2.76339999999999,149.2721,-0.361379117692981,6.36478,27.1076586931881,5.84609026099976,0.47762653223792,-1.61632271944866,0.26816978210725,0.513447388645221,2.11520833333333,1.19848957827722,0.05783,0.02832,1.19853,0.02894,21.0283162882348,30.3275927446744,2.192,2.822
118,0.532316159999994,18,4,0.519133621746766,-0.140172164871985,0.185361553125446,-0.0933781075219985,42.5856094818902,2,1.92443075329606,0.274971652376843,0.275193747163071,0.453240256229922,1.69066501542906,10.0757670404374,-0.401857146103732,-1.64372079665748,10.4762779139226,0.48687,0.44505,0.30498,0.04545,0.90922,0.26106,0.5,1,10.8243435648171,1.089,6,2.964,0.729599999999996,139.9304,-0.361374067353564,6.11878,26.969562973221,5.72903645474718,0.457314048388066,-1.64372079665748,0.275193747163071,0.480712951991006,2.10559901738473,1.18264726913134,0.06145,0.02932,1.2197,0.02094,25.7289401033684,30.7910132228558,2.141,2.901
183,0.781102440000001,6,3,0.314128793524735,-0.00955648797478323,-0.084894975619588,0.0953644640549138,21.3234071066228,2,1.67031636981945,0.21982198216447,0.27793762335181,0.46797300170068,1.70284470269589,9.63036123708742,-0.284513888888888,-0.0857183405769714,5.2460365514377,0.47368,0.4434,0.27778,0.02632,0.62325,0.28027,0.384615384615384,2,4.32963838586645,0.891,4,0.993,0.8838,77.8803,-0.395151307087043,2.75418,12.2326669317418,1.378854101054,0.447607473544973,6.0530999622071,0.27793762335181,0.576978025006298,1.92443594104308,1.10091647770219,0.04321,0.04962,1.0,0.02833,10.3790568951044,15.7599923990586,1.137,1.577
1253,4.23906921,24,2,0.55227741447653,0.0188286551311791,0.0342195758649796,-0.184475108263022,38.8365729171907,3,1.83987976393318,0.274971652376843,0.547092828181878,0.492720983592925,1.90940524726265,5.82567504605511,-0.0274114305088022,-1.5900897639577,7.34311716846195,0.47931,0.44684,0.35971,0.03448,1.04618,0.22305,0.577777777777777,6,9.52506525029806,0.416,8,4.58799999999999,2.0589,115.5143,-0.348727551205957,4.22058,22.2150280707964,4.92344965132026,0.444546382093366,-1.5900897639577,0.547092828181878,0.444546382093366,2.03102700871681,1.19473085458168,0.09627,0.01816,1.53448,0.02252,4.90819126133357,16.3978366299732,1.645,3.357
334,1.07350320999999,15,3,0.355451778668794,-0.0553359311593822,-0.0117627815000835,-0.0791271775412911,66.9414781992147,3,1.48899301169611,0.421580454252659,0.200300725171656,0.557485355253212,1.60096076625094,10.0152795099521,-0.131018518518518,-0.0872973516395583,4.62486719045567,0.51111,0.44237,0.37267,0.07143,1.00656,0.31749,0.483870967741935,1,10.0971757055877,0.979,4,1.851,1.03609999999999,90.3374,-0.361151166746913,4.45419,17.6088138755981,3.6486040866397,0.487205451625094,5.90703514739229,0.200300725171656,0.60439266466458,1.90333191609977,0.956451982027378,0.11207,0.04624,1.53571,0.0274,7.27728661188726,20.1418298451338,1.034,2.685
1173,3.96368281,16,1,0.341583363437897,-0.109160174533997,0.0469314910800442,0.0411533117202082,48.7680430947944,1,1.62987625529957,0.383682523430202,0.915977768679488,0.427202332914074,2.08423858689566,6.22992476414434,-0.196668486324571,-1.200941587426,7.01377899140125,0.50781,0.44493,0.34659,0.04,0.88528,0.26185,0.512820512820512,4,7.7548674216213,0.003,5,4.684,1.9909,107.2962,-0.307358745399081,6.34556,20.2214939236635,8.16573613720906,0.0,-1.200941587426,0.915977768679488,0.0,2.2914620146557,1.42887723027861,0.08449,0.0,1.39,0.02423,5.77082100513752,17.1773945297781,1.64199999999999,2.562
1230,0.11675889,16,4,0.569692066003695,-0.00398150478565295,0.0668937891586061,-0.10019746381366,29.4578564434402,3,1.6151726303519,0.456398803927462,-0.441572525615184,0.482277390218407,1.61275898457536,12.6134544720985,-0.0494006283068786,-0.441572525615184,6.68491044391711,0.47051,0.44444,0.36785,0.0,0.98211,0.28302,0.511111111111111,4,12.4576790937432,0.374,5,1.957,0.3417,104.7832,-0.32203985773858,3.51231,18.5672580754323,4.1526392662562,0.384804028092718,3.12326231418493,0.360533352229781,0.384804028092718,1.91224778192088,0.920168772041517,0.07312,0.01975,1.36538,0.02412,10.7722260903043,20.6144283809707,1.213,2.367
773,0.129672009999999,6,2,0.17897399110234,-0.0392199268353198,0.0119498909305335,-0.00388133233870173,19.5489380710818,3,1.60774022673086,0.292930599473082,0.247826908541194,0.454411848072562,1.7229969765684,11.7031398022171,0.14625,0.151574074074074,5.8390302957294,0.48148,0.444,0.28846,0.02778,0.65772,0.27023,0.361111111111111,1,4.13085192089075,0.546,6,2.645,0.360099999999999,74.8023,-0.360727209355144,3.53228,11.5593003590325,2.69877031368102,0.525121763983371,9.60938019652305,0.324974017384731,0.525121763983371,1.96479166666666,1.19851851851851,0.04411,0.02554,1.11111,0.02935,11.5706172977693,17.4406829271927,0.8,1.595
1378,0.516817210000003,19,4,0.662837922516239,-0.0092044309885777,0.0785379552936841,-0.0792552430664085,30.8178367447167,2,1.68140802942464,0.284517796864424,-0.334447620097421,0.560540831840625,1.69037910997732,12.5042173810269,-0.0270126912679673,-0.334447620097421,8.19555546708196,0.4679,0.444,0.3562,0.05556,1.07369,0.25752,0.466666666666666,3,9.35026488964271,-0.088,7,1.707,0.718900000000002,109.974199999999,-0.348935712733051,5.54036,21.2969962949951,2.33365562714833,0.501925654712451,2.81229499805482,0.202459110187285,0.501925654712451,1.93875787872541,0.755142834500664,0.08937,0.0194,1.47222,0.02228,8.85587679663793,21.7085270747995,1.296,3.102
1489,3.84356025,22,3,0.303040386795758,0.0128475970453505,-0.0299825171271564,-0.00569180595475462,31.6833874078993,4,1.93646702558616,0.45237413389399,0.0176351095993956,0.464688208383835,1.58318132191148,13.2483697089947,0.0397319460191483,-0.307451814058957,9.48704926900259,0.47931,0.44684,0.38849,0.03448,1.13231,0.29987,0.541666666666666,2,12.5014329273846,1.089,6,2.99299999999999,1.9605,125.623899999999,-0.361398508145468,5.54258,33.1942312861799,3.01868034425255,0.531136865562179,1.75563303099017,0.161097287511845,0.549550902706184,2.08281121399176,0.973891985806668,0.09363,0.03181,1.46552,0.02517,21.1537215320652,36.9288716126195,1.288,3.006
202,0.228962249999997,18,5,0.631036725475199,-0.139730260564351,0.0349023321073556,0.12565321024754,39.2323254789812,4,2.27205589548905,0.431380893969495,-0.0682427255641193,0.516869016124968,1.49836388054426,13.7230932209663,-0.406972886844473,-0.585914131934396,10.0345261515456,0.47333,0.44433,0.35614,0.04286,1.02834,0.42287,0.469696969696969,2,17.0238932837058,1.292,6,2.459,0.478499999999997,141.4408,-0.361629450472632,4.77272,21.4944916496515,4.12169746064825,0.466394122062521,2.44092202048197,0.0632748454579146,0.518565530809494,1.93277210884353,0.839306884727159,0.0592,0.02816,1.22857,0.02437,23.4595274138641,33.7919300934523,2.318,3.202
386,1.48596099999999,15,3,0.391622934507789,0.029038927386471,-0.16936555645261,0.128217476971359,68.4435223382573,2,1.58521805656105,0.300349190096869,-0.614971468697217,0.615387731481481,1.00392463466868,13.8784985197782,-0.0370498971193415,-0.614971468697217,5.57220861148703,0.50091,0.44237,0.38026,0.07143,0.99824,0.33433,0.5,1,9.6261922689258,1.22699999999999,4,2.58799999999999,1.21899999999999,86.7812,-0.361300710870551,4.34267,12.0086395059708,0.302961447894835,0.560474379566641,5.64435510624002,-0.614971468697217,0.638227647055659,1.58351054001847,0.716260655496766,0.13646,0.05085,1.4881,0.02821,5.04771841397722,17.4785454477604,0.99,2.442
1299,0.26543104,17,1,0.335843280000965,-0.0152917202381578,-0.0551401167935863,-0.0513462311422607,23.8544099393703,5,1.07011447701502,0.404328714862742,0.178475056689342,0.490572719828672,1.53479457986898,6.06275604686318,0.0721813586545728,0.178475056689342,6.07389155533509,0.47879,0.44194,0.33228,0.02273,1.16203,0.15649,0.515151515151515,3,10.3248035208929,0.25,3,2.0,0.5152,92.5838,-0.317000322288239,5.21046,23.8744707420005,3.42019463340892,0.529435586734693,5.39185256046863,0.178475056689342,0.529435586734693,1.89880259511211,0.863931405895691,0.10653,0.04078,1.67045,0.01884,13.4708394837296,23.3518790071811,0.83,2.745
1087,0.0336722499999991,18,5,0.644284542254374,-0.107975425184927,0.0959749952734826,0.0318558225203297,40.2323254789812,5,2.14104072471641,0.395762464275441,0.168939979700581,0.511882125535399,1.66066501542906,10.1294472222719,-0.416972886844473,-0.387321488653109,10.5151586296083,0.47407,0.44694,0.3457,0.04167,1.00412,0.26107,0.507462686567164,1,16.9399306471711,1.089,12,2.701,0.183499999999997,146.1804,-0.361307652214093,5.71009,26.0873174154273,5.33726411984672,0.470360958797214,2.47020840005681,0.168939979700581,0.483417784210854,2.04676492819349,0.986850346556335,0.06393,0.02724,1.22917,0.02159,28.3229913582848,40.2730648261593,2.262,3.119
316,0.0566916099999994,18,5,0.665673855634381,-0.133351211369391,0.175062210156021,-0.162919905687711,46.7200588187077,2,2.42443075329606,0.441638319043509,-0.1886019540328,0.474440515745493,1.67702477711782,11.34382244724,-0.406794787827089,-1.64993528708328,8.8490759015147,0.48055,0.444,0.34104,0.04167,0.96609,0.45654,0.469696969696969,3,10.5966806180299,1.541,6,1.288,0.238099999999998,148.0819,-0.36165956936417,5.19427,26.3753264637693,5.62682915175715,0.478010389664136,-1.64993528708328,0.249416123433926,0.526882649054631,2.07293229007244,1.17513025415541,0.06266,0.05361,1.21528,0.02463,23.2919281515285,35.0986916183756,2.68,3.758
1400,1.89117503999999,12,2,0.765801079587687,0.180128630020568,-0.0361718255037801,-0.0558334526696276,48.6227447317657,2,3.11304977524532,0.955598432295902,-0.656040252234494,0.486493954955541,1.09838020919447,12.7737316946065,-0.0147672238719342,-4.33874411415938,11.1373652525448,0.4702,0.44141,0.28559,0.0,0.96527,0.67786,0.451612903225806,6,3.5498845547865,0.104,5,3.239,1.37519999999999,134.6209,-0.280646418870063,4.92158,15.5200513666298,1.65630133694747,0.339398995123968,1.83277531765474,-0.656040252234494,0.339398995123968,1.92004385678828,0.872931305508658,0.05425,0.01646,1.12857,0.0292,23.4809317174907,20.893323256174,2.551,3.549
1176,1.24612568999999,12,4,0.409052502499875,-0.137191888616231,0.00203496972576554,0.0588406902786694,38.3855109882726,1,2.09349766002048,0.583481207717831,-0.464461923658352,0.621220893600701,1.33530300687768,12.6121241706559,0.197447470500546,-0.505916355328748,3.69958781449373,0.46543,0.44026,0.38196,0.03704,1.19584,0.55098,0.487179487179487,6,7.36259428849927,0.723,3,2.49499999999999,1.11629999999999,99.9914,-0.360487098217028,2.15117,12.9812477886156,0.996572279049949,0.507519683799445,1.1912060132695,-0.0659724576844182,0.620347335243879,1.54626249848361,0.530988179222306,0.11198,0.07901,1.4537,0.02996,6.62093320451861,16.3113902492051,1.08399999999999,3.059
1375,0.18931201,15,3,0.544715176131389,0.202925830372606,-0.0740569276793909,0.0213838183004172,34.8910813501787,2,2.07801733638779,0.300349190096869,-0.406484717216139,0.531766745919398,1.46756680128433,11.7798969961415,0.0841034509789019,-1.58806754955068,4.6231532092609,0.47733,0.44493,0.41061,0.04,0.98314,0.42286,0.538461538461538,5,8.69284638866384,0.546,6,1.045,0.4351,100.320299999999,-0.3603896796259,3.29069,13.6573423567507,4.14944234426419,0.580435384513181,-1.58806754955068,0.0791781667363034,0.580435384513181,1.97589513801863,1.00863940329218,0.09081,0.02179,1.43,0.03067,3.72347201878921,14.9591724740718,1.881,3.417
620,10.9382332899999,18,2,0.345659619918515,-0.0628705286853067,0.125572645691737,-0.0788028051215802,40.6218682802071,5,1.64824144488967,0.224513414017739,0.286690785407381,0.424554543518912,1.76849073881112,9.83326266937312,-0.14905419278593,0.286690785407381,13.0882772804291,0.49293,0.43933,0.25522,0.03226,1.00206,0.33433,0.327868852459016,1,7.3520743525686,0.546,3,5.484,3.30729999999999,141.458399999999,-0.360542350678408,6.38968,33.9458425057192,4.71816073127863,0.499005404820371,1.03426458476338,0.286690785407381,0.499005404820371,2.19801041230694,1.25922606040766,0.06079,0.01514,1.25,0.01911,31.7594663236792,34.4070409959847,1.399,2.321
28,0.435600000000001,18,3,0.344036015195435,-0.0749925755651844,0.0244929250376501,0.00222172353033045,38.8111404463493,3,1.84951579616553,0.358304985710176,0.28421537624869,0.386231995884773,1.71163820133669,9.95973147764502,-0.413901014109347,-1.57140851279945,9.65713120875987,0.49111,0.44634,0.33937,0.03333,0.90313,0.24422,0.509090909090909,1,11.7798375007237,1.41,6,2.641,0.660000000000001,128.6323,-0.36137910493976,5.72108,28.703924210896,6.58697956628113,0.243009821019051,-1.57140851279945,0.28421537624869,0.516389498352223,2.28249202149995,1.42253780547521,0.0671,0.04535,1.25,0.02247,20.4642386534994,35.3140400558931,1.829,2.694
672,2.11702499999999,12,4,0.384373182002682,0.0223245023245292,0.0292124651694067,-0.100425015153122,65.3559669334791,4,1.61136636222127,0.649922429423306,-0.472222222222222,0.563950669774082,1.57338813303099,12.0958337532543,-0.000949074074074074,-0.472222222222222,3.44438062946457,0.50877,0.4434,0.46552,0.07895,0.9605,0.41115,0.5,1,14.6705211618409,0.979,6,1.881,1.45499999999999,78.8979,-0.360618489303434,4.0308,10.1726026313303,3.98518960747879,0.539468202061345,5.35414351851851,0.0791032717099189,0.54447050579491,1.74517290249433,0.801967592592592,0.115,0.0538,1.40789,0.03522,2.40685194967072,12.9643163410907,1.111,2.677
1580,3.16519680999999,15,2,0.354886958609115,-0.0369379232526525,-0.0197961090187051,0.141662504910737,34.9818485814836,3,1.71628282663365,0.33562452512885,-0.738734672881497,0.418310150191764,2.05438069951733,11.0871704667353,-0.135912068531116,-0.738734672881497,8.67305958189122,0.48724,0.44493,0.36122,0.02,0.93949,0.28302,0.431818181818181,4,9.03192962085554,0.962,7,1.426,1.77909999999999,107.182099999999,-0.331593371633331,4.04288,24.1884345390954,5.23319370958259,0.261337199231544,0.853919331036518,1.22325333837238,0.616719698075894,2.20198019022423,1.39368737927269,0.07142,0.03857,1.32,0.02508,15.7923532555185,27.1411612206042,1.50999999999999,2.291
1490,5.75424144000001,24,3,0.306093953938563,0.00817964053880429,-0.0291409000971216,-0.00183069042720313,33.6833874078993,3,1.95826173922023,0.742865494624976,-0.0336437074829931,0.469972440077959,1.58485029814394,14.0346997039556,-0.114727930524061,-0.905378519463341,10.3701898743788,0.48064,0.44588,0.2953,0.03226,1.23032,0.29499,0.538461538461538,2,8.14847842514416,1.089,5,3.81799999999999,2.3988,136.1615,-0.36139850814336,5.35918,37.0886700484193,3.78337369564191,0.500754133532813,1.76966364323507,0.148414710389818,0.525597219489264,1.99253343621399,0.916021615436298,0.0917,0.02952,1.46774,0.02339,31.7284808319137,36.2958281042939,1.309,3.05
74,0.137344359999999,12,4,0.360029867030639,7.41523336208072e-05,0.0452295340685153,-0.236381975088867,21.0978761421637,4,1.50658150260119,0.425380791638465,-0.32361111111111,0.612829861111111,1.28309901738473,12.1720748299319,0.260175736961451,-0.32361111111111,2.66940959477618,0.46296,0.444,0.48,0.05556,1.06213,0.33866,0.538461538461538,2,11.9056216115929,1.089,6,0.206,0.370599999999999,70.9342,-0.36137640837659,1.84159,8.2274976904342,0.76151507516587,0.599154147770219,9.38084299151759,-0.0582144956748129,0.599154147770219,1.41457105064247,0.246203703703704,0.1247,0.05704,1.5,0.03315,4.42158240075106,18.3343980122884,1.41899999999999,2.619
659,1.20692196,12,3,0.250682348646544,-0.0110725383979562,-0.0488229514283464,0.0287898171149664,22.3234071066228,5,1.63855581335736,0.507536383376467,0.248596728814983,0.510959112811791,1.6943216175359,9.87563135130595,-0.249722222222221,-0.0937037037037042,6.26198539315108,0.475,0.44286,0.47368,0.05,0.84792,0.38998,0.368421052631578,0,14.6705211618409,1.089,6,2.564,1.0986,83.1813,-0.361223314400511,4.16753,13.2793306458385,6.15752697992777,0.496005054799697,6.05805555555555,0.248596728814983,0.497409375787351,1.88137660619803,1.11018518518518,0.06505,0.04682,1.25,0.0324,2.78208086960206,16.332237306643,1.095,1.777
1598,7.27219088999998,18,3,0.48902257109861,-0.0364299608047206,0.129692309868381,-0.069815613163323,35.6833874078993,5,1.82418192700064,0.271486185886007,-0.320091079362642,0.450752260744768,1.8381375430957,11.282202751392,-0.183441748864919,-0.320091079362642,13.3097861495875,0.48182,0.44194,0.27673,0.0303,1.00123,0.3167,0.4375,2,8.19339572806353,0.003,4,5.439,2.69669999999999,142.1482,-0.344248546157154,6.50857,33.1658223520361,4.78289167203714,0.0,2.45626460411885,0.546031903027269,0.0,2.12341245126834,1.16898351215319,0.05915,0.0,1.27273,0.02002,30.3103726619858,31.3736790148648,1.431,2.423
959,1.15670025000001,21,3,0.500490277741842,-0.00140450695999876,0.00695591161683645,-0.0459084521428657,45.4033480104522,4,2.21997946327742,0.247193874599065,0.00584643570762533,0.454487322092539,1.70357542000585,13.2829726672161,-0.287606117987767,0.00584643570762533,16.4136762358653,0.48095,0.44237,0.26733,0.02381,0.93624,0.36722,0.448275862068965,4,10.8363838409368,1.285,6,5.278,-1.0755,171.094,-0.360582185558655,7.40637,30.9841030184024,5.29551136277308,0.250414448033888,2.59985937614045,0.268368519165923,0.549253007324288,2.08617679018881,1.14483365942199,0.04361,0.03222,1.17262,0.01898,0.0,37.9715649929782,2.372,3.613
665,4.77903320999999,12,4,0.430563051307846,-0.0215264695658283,0.0846035233602225,-0.0898700978047788,39.5237759578613,5,1.92804271863853,0.892804510660125,-0.453707133058985,0.551271485960639,1.64558453010833,12.3649077573416,-0.0482886117409928,-0.453707133058985,4.17120437395408,0.48866,0.44237,0.53596,0.09524,1.02581,0.57295,0.451612903225806,1,21.9805034299867,0.869,6,2.46299999999999,2.18609999999999,85.0781,-0.359170243518567,4.28724,9.11008125472411,6.13192327342459,0.435691719817785,0.381700647222766,0.175403211696201,0.517545303843988,1.78628058425016,0.934479577839366,0.11557,0.05316,1.36905,0.03957,1.0,7.34991541275594,1.008,2.544
553,0.456840810000002,22,3,0.429782118374967,-0.0860027837416724,0.140740077098126,-0.0963271070699006,42.1711207476258,3,2.14791430010296,0.370790811898598,0.308782799520551,0.467528265936004,1.77667999742494,10.1497642441912,-0.16957458591793,-1.51888835186305,11.4347721488434,0.48889,0.44831,0.3595,0.04545,1.01765,0.26107,0.525423728813559,2,13.2410466523341,1.089,12,3.16,0.675900000000001,143.967999999999,-0.361368658783122,6.58619,30.3602987513841,2.79074463360412,0.453081726661368,-1.51888835186305,0.308782799520551,0.477442366341263,2.15281231628453,1.21986279079533,0.07109,0.02869,1.36364,0.02355,23.8240647938985,32.3456218442126,2.208,3.174
1016,1.71007928999999,18,3,0.508358819041659,-0.110303295483821,0.093071260661224,0.0198849046927033,38.1854315469419,5,1.8688751977405,0.282360161368812,-0.316077006393937,0.501226655013857,1.45155832498871,13.9832428591996,-0.202417156581794,-0.316077006393937,12.7768401453581,0.47605,0.44468,0.30274,0.04412,0.99463,0.24422,0.5,1,10.9580107418896,0.546,6,3.683,1.30769999999999,140.358,-0.360589333230052,5.50708,26.3480994536941,4.1910224991189,0.519450947476161,2.46647069935538,-0.316077006393937,0.519450947476161,2.05995086923658,1.01834600037341,0.06479,0.01463,1.24265,0.01983,32.8919790911036,37.3784150004013,1.659,2.638
494,2.22755625,16,2,0.340645878247237,-0.0179864157680802,-0.131429178620894,0.115781155789196,26.9130066504436,5,1.79594866457972,0.348773159307187,-0.917112832787436,0.587988000755857,0.810991643571008,13.9739404341983,0.297167107583774,-0.917112832787436,6.63017787443488,0.46082,0.44194,0.44387,0.09091,1.1669,0.42365,0.516129032258064,1,12.0547011978818,1.327,4,1.817,1.4925,86.1135,-0.361293092044003,4.18249,9.62437663977436,-2.28514929559978,0.579786039702841,9.20817777253744,-0.917112832787436,0.641310549969911,1.56074247291509,0.190069444444444,0.14234,0.0491,1.55682,0.03098,7.51394943971861,24.3151786471604,0.863999999999999,2.42
1506,10.6236883599999,18,5,0.595328937660067,0.0678527796094704,-0.0464494000143337,0.00364729861550589,45.0873392245961,6,2.55127743915002,0.389111244621611,-1.02472160241692,0.511118000440917,1.32791049022428,13.7137141318679,-0.0939158881623825,-1.02472160241692,8.56071831052424,0.47396,0.44222,0.3956,0.04688,1.22513,0.6015,0.479166666666666,3,16.4252567362884,1.134,5,3.73399999999999,3.25939999999999,129.9981,-0.360431574843476,5.11457,22.0522863438763,3.63652581974184,0.527796876501817,0.326243509146747,-0.354564526724103,0.708636069667304,1.86110376249265,0.900820840681952,0.12069,0.03388,1.40625,0.02955,16.6942115098849,37.1201699929808,1.224,3.46199999999999
1100,5.77200625,12,2,0.194293292271405,-0.0294835209430852,0.00417973369185711,0.00635319265378515,62.8070288623972,2,1.18384334148374,0.117851130197757,0.00104681069958889,0.463276536407849,1.60100922646377,11.8791276140085,0.208912037037037,0.00104681069958889,6.15377590835304,0.52778,0.43846,0.26316,0.05556,0.9054,0.26617,0.517241379310344,1,2.45254447815602,0.546,2,2.155,2.4025,84.2006,-0.360737009475074,3.83648,21.0474047453648,3.20124845445722,0.629256158151689,9.15257049070992,0.225949074074074,0.629256158151689,2.02219137190637,1.36718904845888,0.0988,0.02573,1.44444,0.02434,12.4745508992879,16.5087581501384,0.810999999999999,2.06
1418,2.79725624999999,12,3,0.324840731874893,0.0437975816712675,-0.0044487196449711,-0.00878116361608811,30.3234071066228,3,2.19614939218262,0.890125413823592,-0.303136872096557,0.402523738662131,1.77816483559889,12.3553293099794,-0.117868795666414,-0.303136872096557,10.4156099046736,0.48214,0.44737,0.33333,0.01786,0.71384,0.35455,0.446428571428571,2,10.0791608651737,0.348,11,4.725,1.67249999999999,113.902199999999,-0.391984949576934,5.59198,19.0568698369766,3.99591797736661,0.231635589383271,5.63000171460534,0.575594388826261,0.231635589383271,2.18830026455026,1.44370359872344,0.04254,0.01663,1.10714,0.02802,18.3270291506882,30.7960796555764,0.893,1.899
1926,3.45179241,18,4,0.494428422474618,-0.0890068203302286,0.105235691487318,0.00801453928072187,38.4578564434402,5,2.54824520389544,0.497567820445716,0.174673407944217,0.496576003086419,1.66420274225975,10.0342665111906,-0.399195109066695,-0.353792586415242,12.0295039182096,0.47809,0.44433,0.38247,0.04286,0.98595,0.52903,0.441176470588235,1,14.7798923378152,1.089,6,3.451,1.8579,148.8682,-0.361354504753811,6.00918,27.4691886276614,4.83006768468715,0.480883917980888,2.49927370796827,0.174673407944217,0.511534280809494,2.04571218610901,0.99554077199189,0.05838,0.02698,1.22143,0.0274,18.1455059640252,37.5426205292322,2.02,2.768
156,2.89748483999999,18,2,0.457953171360979,-0.0816751953986714,0.158769701283221,0.0139865203203001,37.6288789749113,3,2.50652163094986,0.850029933071307,0.329542060431726,0.432817802526219,1.81216532087348,10.1677139250628,-0.228924972384117,-0.374701841193318,15.1769022186473,0.4819,0.44433,0.27866,0.04286,0.98331,0.46751,0.416666666666666,3,5.32814337494931,0.546,6,3.62,1.70219999999999,152.373699999999,-0.360549527774881,5.58288,30.4736321248682,7.28339366661877,0.429582642487706,2.14390036379219,0.329542060431726,0.429582642487706,2.26338445667595,1.23565545186802,0.04648,0.01328,1.2,0.02564,30.4094735413597,28.2880991158744,2.028,2.687
1466,11.015761,12,2,0.110294617788756,0.0089138724524082,-0.0273540133976689,0.0232251926503241,24.5489380710818,6,2.14076175062695,0.924370881644739,0.382336440749139,0.381584112811791,2.10402494331065,10.1040121357184,0.100861678004535,-0.104722222222222,10.0870363565549,0.48551,0.43731,0.35821,0.04348,0.78253,0.65196,0.254901960784313,0,8.66441956062224,0.765,2,4.954,3.319,103.131899999999,-0.360857778539374,4.93388,15.3137064331905,6.89760665994793,0.412477088057445,10.1040121357184,0.382336440749139,0.412477088057445,2.10402494331065,1.23591647770219,0.04009,0.03733,1.1087,0.03582,5.02193699438255,16.2786202426973,0.807999999999999,1.4
1243,5.93653225,20,4,0.731407317819943,0.0858342215723314,-0.0732040736507396,0.0390299328004008,39.6655503857197,3,2.09263895584312,0.55989533458445,-0.500543879362005,0.480350683968108,1.57803065657953,11.5136217985315,0.00665067581520906,-1.75241232106697,6.36316578696386,0.47471,0.44321,0.39225,0.03448,1.07221,0.45734,0.468085106382978,6,9.94886255901197,0.546,5,2.19,2.4365,116.3177,-0.344203852281932,3.1264,16.3384329019471,4.72954677620715,0.482650448972824,-1.75241232106697,-0.0627052702521675,0.482650448972824,2.04297270949282,1.19861441663488,0.08511,0.019,1.43966,0.02763,4.21861381615913,16.4483424752319,2.103,3.066
1728,11.2325522499999,18,3,0.332601387637059,-0.00630512227794034,0.0198442814151801,0.00536906814917109,34.6833874078993,5,2.64947796982437,0.86418854278174,-0.959702310791203,0.390563362919132,1.76279828276581,10.8755693504673,-0.253001740047871,-0.959702310791203,12.757570717013,0.48125,0.44222,0.31818,0.01563,1.0591,0.61247,0.360655737704918,3,8.13634658880119,1.134,5,4.285,3.35149999999999,139.5282,-0.360508201827369,5.94407,31.239388234008,7.10850402376095,0.438619810607354,2.47600109179474,0.288228077281454,0.673327440481796,2.20094540256017,1.30737502099605,0.06274,0.02849,1.26563,0.02989,23.0348972169828,32.8112965382941,1.244,2.364
