,ALogp2,naAromAtom,nO,ATSc1,ATSc3,ATSc4,ATSc5,ATSm1,C3SP2,SC-3,SC-5,minwHBa,minHaaCH,minaaCH,maxHBa,hmin,gmin,LipoaffinityIndex,ETA_AlphaP,ETA_Epsilon_3,ETA_Shape_Y,ETA_BetaP_ns_d,ETA_EtaP_F,ETA_Eta_B,FMF,nHBAcc,MDEC-33,MLFER_A,nTRing,XLogP,ALogP,BCUTc-1l,BCUTc-1h,SCH-7,VCH-6,VC-5,SHBa,minHBa,hmax,ETA_Epsilon_1,ETA_Epsilon_2,ETA_dEpsilon_B,ETA_BetaP,ETA_BetaP_s,ETA_EtaP_B_RC,MDEC-23,MLFER_BH,MLFER_S,MLFER_E
607,0.0362521600000002,0,2,0.174455686019463,-0.0316972832270939,0.00265315370086286,0.0151247679730077,67.8070288623972,1,2.22606535332623,0.986404837013492,1.5492115457294,0.0,0.0,10.5555120149911,-0.0354392243008314,-0.121340243659192,8.45928646088202,0.52174,0.44603,0.25,0.0,0.22861,0.40421,0.326923076923076,2,5.02609772455282,0.712,10,4.71599999999999,-0.1904,-0.393036094114123,0.125152975237635,0.943023408324841,0.360803470102117,0.691388336282422,20.7249158714411,10.1694038564499,0.519402399848828,0.50769,0.76957,0.01484,0.69565,0.58696,0.03253,22.5675746959816,0.842999999999999,1.43,1.665
1408,1.520289,12,4,0.810607938579427,0.236689281763832,-0.0998552249711348,-0.096086287720103,52.3785002935685,2,2.29373086582047,0.640436860601441,-0.432567087481578,0.421556125659155,1.60294108759018,13.0291072361277,-0.0734472641163452,-0.432567087481578,8.03066658631357,0.48473,0.44167,0.34585,0.01471,1.02781,0.54666,0.440677966101694,8,6.8439126298822,0.104,5,1.863,1.233,-0.31530202726276,0.293148049031008,0.541297730385287,0.115809463853385,0.181990762419772,52.51977558837,0.84739467883074,0.683403006323308,0.62575,0.86527,0.05506,1.21324,0.66912,0.0262,22.4971264736494,2.964,4.205,3.444
793,0.299646759999999,9,1,0.450362510835587,0.032884261719374,-0.151477006742208,0.113453053977236,31.0005620552218,5,2.97888210822921,0.747268064334981,-0.91995559334845,0.533422264739229,1.67526006235827,13.7727912414965,0.19827802185689,-4.61382475907029,9.55367013226201,0.45962,0.44493,0.3046,0.0,0.8516,0.54208,0.363636363636363,3,9.33325826946399,0.197,10,4.544,0.547399999999999,-0.293782230799171,0.439974157835127,0.998600234806244,0.219064355733179,0.244109475751382,56.4262724788989,2.88128570641219,1.40042977607709,0.63885,0.89638,0.05754,1.1,0.62,0.03544,20.3465221080862,0.595999999999999,1.582,1.72799999999999
1718,2.94362649000001,6,3,0.30730050059961,-0.0122121222947615,0.0103818053378021,0.0096176145698731,29.3234071066228,2,1.50754064258472,0.442044204386692,0.418767713033586,0.352771082683149,1.88750540474837,10.413096953255,0.0294786295104206,-0.0588895175191175,10.8311697669801,0.48148,0.444,0.34615,0.01852,0.4548,0.22818,0.269841269841269,2,13.4991312542302,0.891,10,5.17999999999999,-1.7157,-0.392367654263537,0.0735342002810201,0.726167346600295,0.280262593234504,0.305721917151206,25.6795940839047,5.15774793486099,0.493964605593497,0.50794,0.78519,0.01808,0.83333,0.59259,0.02119,33.5196446881223,1.002,1.55,1.558
805,0.000571209999999924,9,1,0.247942439030445,-0.0297957052529174,0.0144025384308331,-0.0127627437130581,26.9964737771365,5,1.86344503108646,0.554169484699783,-0.420265311371461,0.45703337585034,1.90229095804988,14.2863055083144,0.121364441609977,-0.420265311371461,8.54980272730851,0.47579,0.44545,0.35029,0.02083,0.73581,0.30472,0.340425531914893,3,11.7549250040238,0.197,10,4.425,0.0238999999999984,-0.294119487721777,0.234281410725891,1.0923121496885,0.224970308964161,0.2356240301406,29.5906992472915,2.7805430366591,0.665183846686823,0.5613,0.81171,0.04199,1.125,0.60417,0.02703,22.0113581195411,0.705,1.763,1.91
1791,7.32730761,21,4,0.57438818894898,-0.00285862332646316,0.0320497826944604,-0.00630866500458651,43.2297174586991,4,2.28558553296231,0.426346367454153,-1.03589090658989,0.532539682539682,1.43155272798358,13.6737152101931,-0.29441511558327,-2.60261950011637,8.60440855686971,0.47542,0.44253,0.37318,0.03226,1.19114,0.49534,0.468085106382978,2,14.1438615996933,1.222,5,3.581,2.7069,-0.360764913599368,0.283168656231334,0.745287859342559,0.237523441651095,0.177167624527858,60.8755258685843,-1.98188831632228,1.23938204585494,0.68217,0.87942,0.12185,1.41129,0.60484,0.02708,32.9260475548807,1.10899999999999,2.556,3.143
1929,5.43262864,18,3,0.501057740427228,-0.0831609535222033,0.144176174885874,-0.105100725617772,39.1854315469419,5,2.54824520389544,0.497567820445716,-0.280145058658548,0.500289351851851,1.46218154063482,13.6573310172703,-0.391382609066695,-0.364291452628393,13.4773294949686,0.47673,0.44433,0.38356,0.04286,0.98878,0.52903,0.44776119402985,1,14.809409410351,0.546,6,3.648,2.3308,-0.360547794374535,0.123730948659586,0.74000607462044,0.23833492863351,0.238895729526139,38.7449202401977,2.49274349825125,0.956498803224993,0.56589,0.80898,0.06112,1.22143,0.62143,0.0274,37.4500885682122,1.702,2.559,2.649
603,0.64899136,0,2,0.160976752326737,-0.0366831680813894,0.00798765092683028,0.0022610530423486,25.5489380710818,1,2.22606535332623,0.986404837013492,1.52254487906273,0.0,0.0,10.584218014379,-0.040531816893424,-0.14063824063576,9.45089336931521,0.48611,0.44545,0.25714,0.0,0.28415,0.40421,0.293103448275862,2,5.02609772455282,0.693,10,5.452,-0.8056,-0.393036117640794,0.125159065199169,0.943023408324841,0.360803470102117,0.691388336282422,20.7962048183598,10.2119868039808,0.520347222222222,0.49195,0.76389,0.01238,0.66667,0.58333,0.03118,23.4164830827857,0.861,1.194,1.365
362,1.04244099999999,15,3,0.403101871704796,-0.0445112724912794,-0.00920772458133207,-0.0817337607972379,66.4435223382573,1,1.63186467926931,0.414266426608914,-0.722123580141932,0.590218621399176,1.16713813303099,13.3158539386262,-0.00261574074074077,-0.722123580141932,4.47472111654821,0.501,0.4434,0.42021,0.10526,0.99679,0.37234,0.576923076923076,1,9.22623593081685,1.208,4,2.02299999999999,1.021,-0.360615514702343,0.180768013824528,0.688377835702874,0.0808875246963179,0.100340332884882,37.6337982675923,5.62266014739229,0.719560775699168,0.74158,0.90426,0.14719,1.53947,0.64474,0.03318,13.8279836828708,0.999,2.299,2.569
977,3.18051556,6,4,0.513081872771323,-0.100094288479255,0.15497494409727,-0.130111056175287,36.4578564434402,5,2.64242032067138,1.13896811732227,0.275002079007986,0.399576010959939,2.02882563828,12.1958570675733,-0.435749755920886,-0.27480426093634,9.97105784481507,0.47677,0.44505,0.28602,0.0,0.74443,0.45526,0.338235294117647,3,12.3014731738908,0.003,11,3.389,1.7834,-0.381521047651109,0.207960170048371,1.12653374679203,0.379327557779244,0.844552709085935,33.1479320633771,5.72969657874957,0.723956162368791,0.5451,0.80505,0.03142,0.97727,0.61364,0.02683,35.8461638312455,1.528,2.32,2.23
1579,1.77289225,15,1,0.249356159155561,-0.101021142427769,0.170904925917897,-0.055563352479855,33.2073795459426,3,1.51315289338659,0.421654935600884,1.21424484002563,0.403321921103832,2.08882889201747,9.58753768791467,-0.194592624086671,0.188453360768175,9.6454714164955,0.49365,0.44545,0.37138,0.02083,0.87582,0.22818,0.422222222222222,3,10.6096744042943,0.63,7,1.637,1.3315,-0.394476088313191,0.0963776571186148,0.777470064695058,0.158131544038899,0.21040628748084,16.5853224491534,0.890307515710921,0.734591906721536,0.56339,0.79385,0.0625,1.28125,0.63542,0.02384,25.8275088177516,1.502,2.126,2.489
541,0.173055999999999,18,2,0.368169922671755,-0.101396360403589,0.112053180002837,0.0544690919366563,38.6288789749113,3,2.12729357394331,0.449026828035479,0.282842624846636,0.41273187515747,1.7194905368592,10.1459467328924,-0.24775286663924,0.0355082194135496,14.7143249626191,0.48241,0.44694,0.32822,0.02778,0.90559,0.26107,0.465753424657534,3,8.38342009512356,1.089,7,4.017,0.415999999999998,-0.361366941295291,0.0903887868242982,0.680976574878718,0.26394875060615,0.229239491093761,27.8676742809945,2.37207510725513,0.80520061728395,0.5347,0.77593,0.04642,1.17361,0.64583,0.02159,38.8563448387059,2.088,2.975,3.468
1585,1.16402521,0,5,0.628725371300222,0.0170869765582143,-0.0735575676517034,-0.0624072049696632,29.8723451777047,2,2.0666730914814,0.814106108134003,-0.450675128075922,0.0,0.0,13.0575786916006,-0.23591297398589,-1.19283871882086,4.81832017247006,0.46795,0.44054,0.32877,0.0,0.68618,0.49598,0.24074074074074,5,10.7319007964213,-0.253,6,3.109,-1.0789,-0.391738422269816,0.268612997451836,0.876530688255547,0.15496689293339,0.328032412296987,47.4028360908117,5.55555768140589,0.80328798185941,0.56358,0.84744,0.02636,0.89423,0.60577,0.029,18.5496332171983,1.618,2.603,1.49899999999999
282,0.516817209999996,18,4,0.516604951638327,-0.140518931664761,0.167912888614024,-0.0577519585011954,43.5856094818902,2,2.05363994139746,0.358304985710176,0.26985507663068,0.468010966289094,1.69898813347434,10.0000944596107,-0.414204449150336,-1.61876889410276,11.165259896505,0.48725,0.44468,0.32596,0.04412,0.90039,0.31238,0.461538461538461,1,10.9667052757527,1.089,6,3.424,0.718899999999997,-0.361379117343035,0.116996123011758,0.663318950145619,0.185828205875246,0.238604898095426,33.4157159242252,-1.61876889410276,0.839556038464768,0.56667,0.8098,0.05783,1.19853,0.625,0.02183,34.0828535090992,2.159,2.862,3.118
1893,6.22103364,24,0,0.181165419383035,-0.0190960392562719,0.114071357035782,-0.0932288173857044,27.0799409038294,3,1.48415745957926,0.41146030120798,0.917991780045351,0.450653344671201,2.05575841126165,3.50789194381456,-0.0449752771478961,0.819160761526832,11.9774313044752,0.48846,0.44857,0.34646,0.0,1.05987,0.12123,0.555555555555555,3,9.2985780051724,0.416,7,3.705,2.4942,-0.240256010670227,0.130436989440122,1.05729488601009,0.204224337740512,0.130006169161693,5.85284564751826,2.3449537037037,0.711211026077097,0.55778,0.74615,0.08202,1.56731,0.64423,0.0212,26.8421959554984,0.999,2.296,3.287
1950,6.21853969,24,7,0.779985488470204,0.0758234010054779,-0.246104787699369,0.288824909028237,55.5490362872366,7,3.46513798041575,0.665028277496581,0.167699842071049,0.477455572919465,1.64063418024208,13.8536887463327,-0.460278953367167,-5.92539230915426,12.5639623770773,0.48106,0.44426,0.33071,0.04545,1.23028,0.62539,0.448717948717948,3,18.0614034576838,0.546,7,4.30699999999999,2.4937,-0.363797066653283,0.278526901520506,1.37598079274684,0.308684095951744,0.232413901708415,60.681616095514,5.38313034891734,1.60111567570029,0.59786,0.82803,0.07868,1.32955,0.61932,0.02594,48.3079318521702,1.908,3.305,3.374
57,15.42525625,18,2,0.374643120587001,-0.00477216795838076,0.0017466621801265,0.00210426290140336,33.0550704882098,5,2.88520431556851,0.224513414017739,0.0286005737171415,0.508943958954105,1.436455813807,13.3972298857814,0.349737772423784,-4.39854835915847,10.2667392563538,0.46384,0.44026,0.27947,0.03704,1.15424,0.58172,0.454545454545454,0,7.3520743525686,1.089,3,5.401,3.9275,-0.361398870382761,0.393363432436091,0.321817276630483,0.0876305705105347,0.0932265361281857,59.3084527206199,9.55838153163775,1.32370850655076,0.65628,0.8806,0.11134,1.34259,0.58333,0.0311,29.7625003269098,0.715,1.923,2.11
1809,4.76112399999999,21,5,0.436745111619915,-0.041456101880175,0.037278383746157,0.0118456215640494,40.0000982161547,4,2.33367325574479,0.365045004796823,-0.976907132935791,0.52199840462406,1.66414268147174,10.878092154812,-0.307453664336105,-1.67624352754257,7.38657769471734,0.48333,0.44286,0.37931,0.05,1.15544,0.51218,0.458333333333333,2,12.6974160413475,1.67699999999999,5,2.912,2.18199999999999,-0.361379876201632,0.2837055453593,0.775581502488047,0.237523441651095,0.196155986323154,43.9682161803501,-1.67624352754257,0.68746313338237,0.63542,0.83667,0.10542,1.45,0.6,0.02854,31.9935027319591,1.487,2.877,3.49999999999999
739,0.496743040000001,12,3,0.30407364489999,0.0763670518679415,-0.206305546918224,0.148022937638515,30.1711207476258,2,1.76875921344363,0.511548474139835,-0.00348242526272812,0.529958900226757,1.32321244855967,10.0777431867808,0.115247897770219,-0.00348242526272812,4.3175429598231,0.48254,0.44237,0.43421,0.07143,1.04329,0.44482,0.484848484848484,2,8.85081952867486,1.214,4,1.553,0.704800000000001,-0.361184033252893,0.191242554815639,0.516825605217316,0.0593233512793083,0.164820365585166,31.1405408318566,1.90313072142437,0.669588529856387,0.65657,0.86032,0.09508,1.42857,0.64286,0.03347,15.639918111019,1.515,2.76,3.00599999999999
1170,0.00952575999999999,10,4,0.656153655496082,0.0484816502306801,0.0418861192583688,-0.0514246131105577,49.5610761613432,0,2.22961549550978,0.705341801261479,-0.00366186906861476,0.457741940140253,1.79955653365059,12.8956037972941,-0.0171742338234258,-5.10036010670593,3.09050124105287,0.50123,0.444,0.25123,0.01852,0.85152,0.39404,0.5,7,4.3566868798141,-0.088,5,-0.681,0.0975999999999999,-0.378039235479898,0.249920365466749,0.690379498902886,0.373830547689713,0.262209073654299,45.1177494010567,-1.81030497349831,1.29990387098719,0.63056,0.88766,0.04207,1.18519,0.65741,0.02733,13.8846899613912,1.473,3.159,2.36299999999999
1429,2.00958975999999,0,2,0.214736527735719,-0.0598096950388334,0.0034689163272847,0.0168735995510163,24.5489380710818,2,2.54802570097698,1.28078443389316,0.42835281964408,0.0,0.0,11.8528749441695,-0.0472828089569161,-0.917117530654237,6.93152510563443,0.48551,0.44603,0.31343,0.0,0.39838,0.52024,0.333333333333333,2,9.43296116107516,0.43,10,2.988,1.41759999999999,-0.376853541583935,0.137315754614589,1.07482192009215,0.359553126794716,0.811818748784075,22.8582397803014,11.0053648361318,0.515185185185185,0.51046,0.76667,0.02215,0.78261,0.58696,0.03758,21.4184614452043,0.871999999999999,1.367,1.37
1576,3.36795904,15,2,0.350957350576099,-0.0318371512354855,-0.0292378536761879,0.143202671707898,36.9818485814836,3,2.08218848711544,0.6573571959964,-0.73669763584446,0.409301859375437,2.05983967323027,11.5248594312099,-0.222717624086671,-0.73669763584446,9.81564161423816,0.48818,0.444,0.40968,0.01852,0.93644,0.46167,0.38,4,13.8473963024026,0.962,7,2.179,1.8352,-0.331390047302242,0.263071307775056,0.777470064695058,0.158131544038899,0.247674087105836,27.8565792628931,0.843959864110744,0.767091906721536,0.57638,0.81182,0.06046,1.25926,0.62963,0.02984,27.160438287434,1.54599999999999,2.213,2.392
611,0.53772889,0,2,0.226596328167976,-0.0315415761781303,-0.0020027913605136,0.0258883487889455,26.0509822101245,1,2.22606535332623,0.986404837013492,0.741288816452506,0.0,0.0,13.2943819155748,0.0264126275510203,-0.262874635193584,8.08774281142395,0.47619,0.44603,0.27391,0.0,0.36258,0.40421,0.326923076923076,2,5.02609772455282,0.712,10,4.079,-0.7333,-0.393036104651671,0.0929778621823609,0.943023408324841,0.360803470102117,0.691388336282422,33.8415836666456,10.0610415879314,0.63833699452003,0.52784,0.81511,0.01627,0.70652,0.59783,0.03253,22.5675746959816,0.817999999999999,1.22699999999999,1.289
967,1.73765123999999,0,1,0.0812960166830491,-0.0109897124565211,-0.00141315520228119,0.0019288004586094,21.7744690355409,2,2.39445404566419,1.08504252176117,1.56399201887545,0.0,0.0,10.4803291254901,-0.0235873724489795,-0.0461770649617878,9.44963977191714,0.49206,0.44737,0.29032,0.0,0.26563,0.46487,0.333333333333333,1,5.02609772455282,0.348,10,5.67499999999999,1.31819999999999,-0.391960960992903,0.0836005385715381,0.974374138317533,0.345856825618486,0.775218775608191,10.4803291254901,10.4803291254901,0.469039155013857,0.47974,0.73651,0.01307,0.72619,0.58333,0.03852,19.4902656495557,0.538999999999999,0.887,1.223
628,0.216969640000001,12,3,0.24634616237147,0.0840542806806851,-0.0153291760805978,-0.0327387705027391,28.8111404463493,0,1.93992134928011,0.662677957237528,0.0651463424876126,0.472633637272886,1.40844907407407,12.8780045351473,-0.0221107331821618,-5.42273148148148,6.20418529137662,0.48667,0.43793,0.24658,0.05,0.99726,0.48847,0.378378378378378,3,1.69838132956495,0.546,2,2.159,0.465800000000001,-0.360457839143648,0.247805554851666,0.183925565098878,0.0598527927327569,0.205010327097337,36.5737932904771,1.52253401360544,1.39157407407407,0.5964,0.84833,0.07259,1.35,0.5875,0.03302,11.257065186226,0.677999999999999,1.977,1.614
854,1.72764735999999,18,5,0.44800810900397,-0.0226678365543942,-0.320884635015278,0.33907079474135,30.8723451777047,4,1.91651603243364,0.437609695180155,-0.283826110691189,0.479177610859158,1.19369857355246,12.7019598765432,-0.31031710600907,-0.554330225917528,5.57966940508399,0.46914,0.444,0.39474,0.05556,1.09595,0.38918,0.511111111111111,1,14.6178356292533,1.417,5,2.515,1.31439999999999,-0.36150304650286,0.170902825906021,0.536456252114206,0.0987283219782661,0.115579132517704,48.8459747715821,6.07081750755857,0.912561334719072,0.62519,0.84198,0.09291,1.38889,0.61111,0.02715,29.1016535514424,1.286,2.56,2.792
1817,2.28191235999999,26,3,0.346173966795854,-0.0816784514357976,0.0292376664591907,0.0263748376415381,41.8910813501787,3,2.21997946327742,0.247193874599065,0.236904589538554,0.522342070005188,1.69430405073491,9.95145119654207,-0.312069223139975,-1.64704173410696,8.50896033431892,0.48229,0.44545,0.34989,0.04688,1.17198,0.36722,0.58,4,10.8520161511817,1.089,6,3.1,1.51059999999999,-0.36137987152222,0.191633256345934,0.928653443586669,0.269070447034888,0.148043463890685,25.7812201686788,-1.64704173410696,0.623514129162927,0.63933,0.83021,0.10691,1.52344,0.61719,0.02491,31.4119773099493,1.634,3.322,3.974
390,0.9801,15,3,0.447772393680298,0.0437866698111199,-0.373855521821509,0.330830621693443,26.6874756859846,2,1.79594866457972,0.348773159307187,-0.996823034769463,0.646770833333333,0.763060437137817,13.8176343222474,0.0120138888888887,-0.996823034769463,6.17084659958818,0.45102,0.44237,0.47511,0.09524,1.14171,0.42365,0.5,1,12.4761178113726,1.327,4,2.03,0.99,-0.361252382536949,0.229856816279599,0.664791962569493,0.0776645968134168,0.0688746252475525,51.7160130491335,5.37754440665154,0.781481481481481,0.74429,0.93469,0.1481,1.52381,0.64286,0.03246,14.4447861461848,0.927999999999999,2.121,2.27799999999999
689,6.07376025,12,3,0.318871672313514,0.0777008855882677,-0.0598163001073007,0.0323702741206672,64.5814978979382,5,1.7075914070862,0.535720046497427,-0.320925925925926,0.444528231817418,1.6612948265726,12.1383337532543,-0.0148971193415639,-0.320925925925926,5.22925471588403,0.51754,0.4434,0.45763,0.05263,0.90053,0.42798,0.466666666666666,1,14.6705211618409,0.546,6,2.354,2.4645,-0.360097132927146,0.299013145904454,0.519620208313581,0.0544244257436623,0.191502631768805,27.2915228043377,5.40694958847736,0.676481481481481,0.63222,0.82456,0.09492,1.36842,0.60526,0.0361,13.4052225758695,0.856,2.561,2.401
1594,5.63397695999999,18,2,0.297634401309569,-0.0769342057387773,0.133660670248902,-0.0636340758203697,32.9089183723583,5,1.50048462589966,0.271486185886007,0.275849611360602,0.443442802526219,1.74174865420682,9.74160077981017,-0.194203708974407,0.275849611360602,13.2552678125844,0.48602,0.44253,0.25885,0.03226,0.94226,0.21054,0.46774193548387,1,7.3520743525686,0.546,4,5.606,2.37359999999999,-0.360540194472289,0.0781819052278562,0.369578292044732,0.166687512014744,0.114583333333333,18.2536668461002,2.49280927059655,0.638580480516357,0.53118,0.76237,0.05639,1.25806,0.59677,0.01789,29.9705265877256,1.392,2.314,2.583
257,0.667488999999997,18,4,0.488301821378566,-0.0930080715703556,0.134210920959295,-0.0857947839404183,37.4578564434402,3,2.35000042206519,0.379716690247958,0.237646318282574,0.468419510897813,1.66884214924618,10.0687171797375,-0.439026406093505,-0.201241556680319,12.0225518895264,0.47745,0.44468,0.36345,0.04412,0.94871,0.43971,0.44776119402985,1,14.8812201024778,1.089,6,3.307,0.816999999999998,-0.361393150513772,0.116291431623582,0.614736353798896,0.178310613308959,0.190264230467161,35.0686484111094,2.46605387474344,0.856016943814563,0.55473,0.80196,0.05394,1.19853,0.625,0.02558,35.7344825931659,2.013,2.715,2.77299999999999
916,4.20578064,16,2,0.0853090776638797,-0.0187852634708329,-0.00231864867570487,-0.000220779710316176,21.9089183723583,5,1.030256758392,0.247193874599065,0.251934766305257,0.481182090891912,1.67380889392794,9.38575904938549,0.300028344671201,0.251934766305257,7.43006754398499,0.47833,0.44286,0.31359,0.025,1.00125,0.12201,0.484848484848484,0,6.10058838891113,0.546,4,3.148,2.0508,-0.360459921912404,0.14099261539848,0.377597045783476,0.0763888888888888,0.0897791890991354,18.1234498709697,8.73769082158422,0.775718933693771,0.60101,0.79667,0.09829,1.4875,0.5875,0.019,23.5852154798166,1.082,2.132,2.795
911,0.122360040000001,12,5,0.662367343714151,0.140685439841328,-0.102771416937624,-0.115850044787958,26.2323254789812,2,1.56372552752813,0.454392758545778,-0.50058626228269,0.621203703703703,1.28329979213907,12.489615063618,0.0712280328798187,-0.50058626228269,4.39076819276758,0.45758,0.44194,0.43709,0.06818,1.10128,0.35197,0.428571428571428,3,9.94483508688367,0.546,4,0.847999999999999,-0.349800000000001,-0.375905941746438,0.247027898750916,0.792075278830373,0.117184581739619,0.101359366492903,45.8490825774754,1.03013888888888,0.689455428004535,0.67238,0.89242,0.09508,1.40909,0.65909,0.02773,16.3104114879541,1.209,2.096,2.36299999999999
1741,10.9607344899999,18,2,0.635852363272012,0.0639338737322965,-0.0939235256691251,0.126320908901123,44.2770752298054,4,3.94040792668738,0.68336326640464,-0.598343637875338,0.479437896408946,1.42633391409719,13.6163743508333,-0.154230873329951,-4.31824104445671,13.9650413548578,0.46138,0.44118,0.26491,0.02778,1.14375,0.85554,0.354838709677419,3,5.77373257980831,0.914,5,4.614,3.31069999999999,-0.360506081313999,0.411466051953633,0.553922142311783,0.107562666490537,0.336701323020543,76.63081394876,2.19916964351349,1.25475733421602,0.64178,0.88862,0.08336,1.22917,0.61806,0.03332,31.2551253777217,1.315,2.878,2.525
816,7.57075224999999,12,2,0.17969972578682,-0.0299745364189183,0.00610636075821878,-0.000370935403952635,24.5489380710818,5,1.92971550216055,0.443300978150812,0.26815896111531,0.39943499622071,1.73292894935752,12.3008572688334,0.143654691043083,-0.00449074074074062,7.74011533087545,0.48551,0.44603,0.31343,0.02174,0.84547,0.32509,0.465116279069767,1,7.76200963023617,0.546,7,3.14799999999999,2.75149999999999,-0.360741397223951,0.158786773623612,0.920446966567581,0.223009399391276,0.208589370285966,22.1393765870673,9.83851931823387,0.54250885770975,0.54961,0.76667,0.06131,1.26087,0.58696,0.02909,24.1381189431277,0.844,1.997,2.155
1045,0.0336722499999991,18,5,0.644284542254374,-0.107975425184927,0.0959749952734826,0.0318558225203297,40.2323254789812,5,2.14104072471641,0.395762464275441,0.168939979700581,0.511882125535399,1.66066501542906,10.1294472222719,-0.416972886844473,-0.387321488653109,10.5151586296083,0.47407,0.44694,0.3457,0.04167,1.00412,0.26107,0.507462686567164,1,16.9399306471711,1.089,12,2.701,0.183499999999997,-0.361307652214093,0.191755935965627,0.638685424617611,0.169678632989175,0.140258306820984,41.2582459548678,2.47020840005681,0.993664336104812,0.57811,0.81759,0.06393,1.22917,0.64583,0.02159,40.2730648261593,2.262,3.119,3.199
473,2.73373156,16,2,0.264377754559231,-0.117011104953319,0.00445084211729852,0.0270034551216616,24.5530263491671,4,1.61919641178238,0.438832193642575,-0.994626795162508,0.542739158163265,1.08332561728395,13.3694564577437,0.342739158163265,-0.994626795162508,7.52113782337608,0.4619,0.44286,0.43299,0.1,1.061,0.37234,0.533333333333333,0,8.57700025965638,1.089,4,2.809,1.6534,-0.360604005375931,0.157781618404036,0.498516863161417,0.0689458557658021,0.0799530573792688,45.234021623852,9.1021669700683,0.731458333333333,0.69206,0.8881,0.13637,1.5,0.6,0.03152,21.8858900739153,0.876,1.935,2.37399999999999
68,0.721310490000001,21,3,0.418967414644366,-0.0749424845999806,0.129482063597835,-0.0856527429656935,38.0433677091758,4,2.06819886285693,0.354745037871115,0.248277490032261,0.465551697530864,1.71430668165162,10.090773314486,-0.20890943096706,0.248277490032261,13.9644544024301,0.48,0.44433,0.31548,0.04286,0.98675,0.33355,0.463768115942029,2,10.1080651306872,1.089,6,3.974,0.8493,-0.361388094219779,0.0830829070511438,0.880649628491907,0.173577187944358,0.143889049773529,30.7114332028722,2.28342206412022,0.738280265810027,0.54783,0.78857,0.05569,1.27143,0.62857,0.02182,32.3583996951626,2.145,3.008,3.431
1201,2.24970000999999,18,0,0.407309103604573,0.0625033501054009,-0.137375052933049,0.266526028630102,33.1598818076588,5,1.35395405949299,0.247193874599065,0.623862085085028,0.430298590905015,2.01550652692316,5.67443880357903,-0.121757527084908,0.487365087223839,10.3474776745899,0.48065,0.44253,0.26174,0.03226,1.0158,0.13453,0.423728813559322,6,7.06134103017878,0.412999999999999,5,0.615,1.49989999999999,-0.36195317589517,0.156182395070443,0.431392584636609,0.117653925521436,0.0870867471475056,14.8568799061806,2.41784021478961,0.697308437263794,0.55085,0.77742,0.05611,1.34677,0.6371,0.01544,27.461764185734,2.513,3.345,3.333
1635,7.64301315999999,21,4,0.460906173717337,-0.0977188073666495,0.0850369986943179,0.00506106482882497,54.5856094818902,4,1.85720114223845,0.387179680588153,-0.0125947451560974,0.506628029569189,1.65531736321547,13.8042787660784,-0.193060646474757,-1.78891961142523,17.5379884769154,0.49037,0.43953,0.22659,0.03333,0.86416,0.35118,0.229166666666666,2,13.7491813252662,1.021,5,9.79499999999999,-2.76459999999999,-0.361379897932592,0.194847029208252,0.794753283606752,0.244546718882082,0.188145650272118,41.2728404909636,-1.78891961142523,0.658229963282514,0.52639,0.78296,0.03903,1.10556,0.57222,0.01545,32.2468273700637,2.018,3.054,3.521
1274,7.10169200999999,19,1,0.316259507740675,-0.107511009651666,0.0264971229665214,0.0634064422638493,40.0550931869456,1,1.9446996955546,0.719895375200742,0.243977632205145,0.394588679064447,1.9880829903978,10.4087112885277,-0.0204308603871361,-1.18882045828162,7.02183332354718,0.49921,0.44545,0.44237,0.04167,1.01575,0.44483,0.487179487179487,4,10.734820823291,0.546,5,3.49899999999999,2.66489999999999,-0.347363423163371,0.178036226923413,1.00191929014172,0.244121539776077,0.272768941800653,12.1441477456049,-1.18882045828162,0.585128565829623,0.63126,0.83829,0.0875,1.5,0.66667,0.03287,12.3192737351824,2.584,3.06699999999999,3.092
1469,2.14271043999999,12,2,0.111165467399197,-0.00730896085843106,-0.0120863671904186,0.0191534662815564,24.5489380710818,4,1.7558615711672,0.713373161026255,0.344938534055597,0.382797264739229,1.80357741244646,9.88725030444276,0.103431122448979,-0.0690277777777776,10.2082501013059,0.48551,0.43731,0.26866,0.04348,0.77058,0.47331,0.254901960784313,0,4.50854012042529,1.089,2,5.73,1.46379999999999,-0.361128577312354,0.0764093910502024,0.340206908719885,0.0481125224324688,0.275720062781084,19.7745006088855,9.88725030444276,0.46334337207105,0.51046,0.76667,0.04009,1.1087,0.54348,0.02806,19.079334950333,0.816,1.448,1.629
1818,3.22741224999999,26,3,0.314551190366464,-0.0346070735672341,0.00525059650683206,0.0201347541329508,41.8910813501787,3,2.12954911051286,0.365045004796823,0.237294103187151,0.52197389117547,1.69496164710679,9.95377356053669,-0.314391180083144,-1.64711636948379,8.59429679588074,0.48229,0.44545,0.34989,0.04688,1.17408,0.35038,0.58,4,10.8520161511817,1.089,6,1.852,1.79649999999999,-0.361379871407711,0.154565947335413,0.928653443586669,0.269070447034888,0.173863352865401,25.9771856910595,-1.64711636948379,0.622320329639205,0.63933,0.83021,0.10691,1.52344,0.61719,0.02439,31.4119773099493,1.634,3.322,3.974
